.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Cursive Handwriting
 German Words

.PAD Notepad NCR 3125
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 400
.Y_POINTS_PER_INCH 400
.POINTS_PER_SECOND 100

.COORD X Y T
.HIERARCHY WORD
.STYLE CURSIVE

.WRITER_ID mg

.PEN_DOWN
1361 3111 1773747
1373 3123 1773761
1385 3142 1773775
1401 3162 1773789
1417 3182 1773803
1436 3206 1773817
1456 3230 1773831
1472 3258 1773845
1492 3281 1773859
1512 3301 1773873
1531 3321 1773887
1547 3341 1773901
1559 3357 1773915
1571 3365 1773929
1583 3373 1773943
1591 3373 1773957
1599 3365 1773971
1603 3353 1773985
1603 3333 1773999
1603 3309 1774013
1603 3285 1774027
1599 3258 1774041
1595 3230 1774055
1591 3198 1774069
1587 3170 1774083
1583 3142 1774097
1583 3119 1774111
1579 3103 1774125
1575 3087 1774139
1571 3079 1774153
1567 3079 1774167
1567 3083 1774181
1563 3087 1774195
1555 3099 1774209
1551 3111 1774223
1547 3127 1774237
1539 3142 1774251
1531 3154 1774265
1524 3170 1774279
1516 3186 1774293
1508 3194 1774307
1496 3202 1774321
1492 3210 1774335
1484 3210 1774349
1480 3210 1774363
1480 3206 1774377
1480 3202 1774391
1484 3198 1774405
1488 3194 1774419
1500 3190 1774433
1512 3186 1774447
1524 3190 1774461
1543 3194 1774475
1563 3198 1774489
1583 3206 1774503
1607 3218 1774517
1630 3234 1774531
1650 3250 1774545
1674 3265 1774559
1690 3285 1774573
1706 3301 1774587
1722 3317 1774601
1729 3329 1774615
1737 3337 1774629
1741 3341 1774643
1741 3337 1774657
1737 3329 1774671
1729 3317 1774685
1722 3301 1774699
1714 3281 1774713
1706 3258 1774727
1698 3234 1774741
1690 3210 1774755
1682 3186 1774769
1678 3162 1774783
1674 3142 1774797
1674 3130 1774811
1678 3119 1774825
1682 3115 1774839
1686 3115 1774853
1690 3119 1774867
1698 3127 1774881
1702 3134 1774895
1702 3142 1774909
1706 3154 1774923
1706 3166 1774937
1706 3178 1774951
1702 3186 1774965
1702 3190 1774979
1698 3198 1774993
1694 3198 1775007
1694 3202 1775021
1698 3198 1775035
1698 3198 1775049
1706 3194 1775063
1714 3190 1775077
1725 3190 1775091
1737 3186 1775105
1753 3186 1775119
1769 3190 1775133
1785 3190 1775147
1801 3194 1775161
1817 3198 1775175
1828 3202 1775189
1840 3210 1775203
1848 3214 1775217
1852 3218 1775231
1852 3222 1775245
1852 3222 1775259
1848 3222 1775273
1844 3218 1775287
1840 3210 1775301
1832 3202 1775315
1824 3190 1775329
1820 3178 1775343
1813 3162 1775357
1809 3146 1775371
1801 3127 1775385
1797 3107 1775399
1793 3087 1775413
1785 3071 1775427
1781 3055 1775441
1773 3039 1775455
1765 3027 1775469
1757 3015 1775483
1749 3007 1775497
1745 2999 1775511
1737 2999 1775525
1729 2999 1775539
1725 2999 1775553
1722 3007 1775567
1722 3011 1775581
1722 3019 1775595
1729 3023 1775609
1733 3035 1775623
1745 3047 1775637
1757 3055 1775651
1773 3067 1775665
1789 3083 1775679
1809 3095 1775693
1828 3107 1775707
1848 3119 1775721
1868 3130 1775735
1884 3142 1775749
1900 3154 1775763
1915 3166 1775777
1927 3178 1775791
1931 3182 1775805
1939 3190 1775819
1939 3190 1775833
1935 3190 1775847
1931 3190 1775861
1927 3186 1775875
1919 3182 1775889
1912 3174 1775903
1904 3170 1775917
1896 3158 1775931
1892 3146 1775945
1888 3138 1775959
1892 3130 1775973
1892 3123 1775987
1900 3119 1776001
1904 3115 1776015
1915 3115 1776029
1927 3115 1776043
1939 3119 1776057
1951 3123 1776071
1963 3127 1776085
1975 3130 1776099
1983 3134 1776113
1991 3134 1776127
1999 3138 1776141
2003 3138 1776155
2007 3134 1776169
2010 3130 1776183
2014 3127 1776197
2018 3119 1776211
2022 3115 1776225
2022 3111 1776239
2030 3111 1776253
2034 3111 1776267
2038 3111 1776281
2046 3115 1776295
2054 3123 1776309
2058 3130 1776323
2062 3138 1776337
2066 3146 1776351
2066 3154 1776365
2062 3166 1776379
2062 3170 1776393
2058 3174 1776407
2054 3174 1776421
2054 3174 1776435
2050 3174 1776449
2050 3174 1776463
2050 3174 1776477
2058 3170 1776491
2062 3166 1776505
2070 3162 1776519
2078 3154 1776533
2090 3150 1776547
2098 3146 1776561
2106 3142 1776575
2117 3138 1776589
2125 3134 1776603
2129 3130 1776617
2133 3127 1776631
2137 3127 1776645
2141 3127 1776659
2145 3127 1776673
2149 3130 1776687
2153 3138 1776701
2157 3142 1776715
2165 3146 1776729
2173 3154 1776743
2181 3158 1776757
2193 3162 1776771
2204 3170 1776785
2216 3170 1776799
2228 3174 1776813
2244 3174 1776827
2252 3174 1776841
2264 3170 1776855
2272 3170 1776869
2280 3166 1776883
2284 3166 1776897
2288 3166 1776911
2288 3166 1776925
2284 3166 1776939
2284 3166 1776953
2276 3162 1776967
2272 3158 1776981
2260 3158 1776995
2256 3154 1777009
2248 3150 1777023
2228 3146 1777037
2228 3142 1777051
2224 3138 1777065
2224 3134 1777079
2228 3134 1777093
2236 3134 1777107
2244 3134 1777121
2256 3142 1777135
2272 3150 1777149
2288 3158 1777163
2299 3170 1777177
2311 3182 1777191
2335 3198 1777205
2347 3214 1777219
2355 3230 1777233
2363 3242 1777247
2363 3254 1777261
2367 3261 1777275
2367 3265 1777289
2363 3265 1777303
2355 3265 1777317
2351 3261 1777331
2347 3254 1777345
