.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Handprinted Characters

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY CHARACTER
.STYLE PRINTED

.COMMENT previously: .WRITER_ID KWBA4606
.WRITER_ID kw

.PEN_DOWN
1773 2891 1185226
1777 2887 1185240
1777 2883 1185254
1781 2883 1185268
1785 2883 1185282
1789 2887 1185296
1793 2891 1185310
1797 2899 1185324
1805 2907 1185338
1813 2923 1185352
1820 2942 1185366
1828 2966 1185380
1840 2990 1185394
1852 3018 1185408
1864 3045 1185422
1880 3077 1185436
1892 3108 1185450
1904 3136 1185464
1912 3168 1185478
1919 3191 1185492
1927 3215 1185506
1935 3235 1185520
1939 3251 1185534
1943 3263 1185548
1943 3270 1185562
1943 3278 1185576
1943 3278 1185590
1939 3278 1185604
1935 3274 1185618
1931 3266 1185632
1927 3255 1185646
1923 3243 1185660
1915 3227 1185674
1915 3211 1185688
1908 3187 1185702
1904 3164 1185716
1900 3140 1185730
1896 3112 1185744
1892 3085 1185758
1892 3053 1185772
1892 3025 1185786
1892 2998 1185800
1892 2970 1185814
1896 2942 1185828
1904 2919 1185842
1908 2895 1185856
1919 2879 1185870
1927 2863 1185884
1939 2852 1185898
1951 2840 1185912
1967 2836 1185926
1983 2836 1185940
1999 2840 1185954
2018 2844 1185968
2038 2856 1185982
2054 2871 1185996
2074 2891 1186010
2094 2911 1186024
2109 2939 1186038
2129 2962 1186052
2145 2994 1186066
2165 3025 1186080
2181 3057 1186094
2197 3089 1186108
2212 3124 1186122
2224 3152 1186136
2232 3184 1186150
2244 3207 1186164
2248 3231 1186178
2256 3255 1186192
2260 3270 1186206
2260 3286 1186220
2264 3294 1186234
2264 3302 1186248
2260 3302 1186262
2260 3302 1186276
2260 3294 1186290
2256 3286 1186304
2256 3270 1186318
2252 3255 1186332
2252 3235 1186346
2252 3215 1186360
2252 3187 1186374
2252 3164 1186388
2256 3136 1186402
2256 3104 1186416
2260 3073 1186430
2264 3045 1186444
2272 3014 1186458
2280 2986 1186472
2292 2962 1186486
2307 2939 1186500
2323 2919 1186514
2347 2903 1186528
2367 2895 1186542
2391 2891 1186556
2418 2903 1186570
2442 2915 1186584
2474 2939 1186598
.PEN_UP
