.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Cursive Handwriting
 German Words

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY WORD
.STYLE CURSIVE

.COMMENT previously: .WRITER_ID hwaa1006
.WRITER_ID hw

.PEN_DOWN
1731 3182 573912
1721 3180 573927
1719 3176 573942
1719 3176 573957
1717 3176 573972
1723 3176 573987
1743 3184 574002
1785 3218 574017
1857 3270 574032
1905 3306 574047
1943 3335 574062
1969 3351 574077
1973 3351 574092
1973 3343 574107
1963 3308 574122
1933 3246 574137
1875 3156 574152
1829 3092 574167
1791 3040 574182
1773 3016 574197
1773 3010 574212
1773 3020 574227
1787 3052 574242
1809 3092 574257
1865 3148 574272
1903 3176 574287
1941 3204 574302
1981 3236 574317
2025 3270 574332
2045 3290 574347
2061 3300 574362
2067 3302 574377
2067 3302 574392
2065 3302 574407
2065 3302 574422
2065 3304 574437
2065 3304 574452
2065 3304 574467
2065 3304 574482
2065 3304 574497
2065 3304 574512
2065 3304 574527
2065 3304 574542
2065 3304 574557
2065 3304 574572
2065 3304 574587
2065 3302 574602
2059 3302 574617
2051 3292 574632
2037 3268 574647
2015 3238 574662
1993 3198 574677
1977 3164 574692
1963 3126 574707
1951 3088 574722
1945 3054 574737
1957 3042 574752
1979 3042 574767
2005 3058 574782
2053 3098 574797
2079 3130 574812
2109 3158 574827
2123 3182 574842
2123 3194 574857
2121 3194 574872
2105 3190 574887
2087 3164 574902
2059 3130 574917
2059 3108 574932
2063 3094 574947
2073 3088 574962
2113 3094 574977
2151 3108 574992
2187 3118 575007
2213 3114 575022
2217 3100 575037
2213 3072 575052
2209 3048 575067
2201 3028 575082
2201 3028 575097
2197 3030 575112
2199 3044 575127
2201 3092 575142
2201 3124 575157
2193 3134 575172
2191 3136 575187
2195 3140 575202
2203 3140 575217
2239 3142 575232
2265 3140 575247
2301 3132 575262
2319 3112 575277
2327 3088 575292
2327 3054 575307
2325 3030 575322
2325 3022 575337
2321 3022 575352
2321 3032 575367
2319 3076 575382
2321 3124 575397
2321 3166 575412
2321 3182 575427
2321 3182 575442
2321 3184 575457
2329 3180 575472
2347 3172 575487
2393 3172 575502
2435 3186 575517
2475 3204 575532
.PEN_UP
