.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Cursive Handwriting
 German Words

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY WORD
.STYLE CURSIVE

.COMMENT previously: .WRITER_ID hwaa1155
.WRITER_ID hw

.PEN_DOWN
2748 3174 1617267
2748 3176 1617282
2744 3176 1617297
2742 3174 1617312
2730 3150 1617327
2706 3094 1617342
2666 3014 1617357
2638 2968 1617372
2630 2946 1617387
2630 2936 1617402
.PEN_UP
.PEN_DOWN
2596 3136 1617492
2586 3144 1617507
2586 3146 1617522
2596 3148 1617537
2630 3162 1617552
2682 3182 1617567
2742 3202 1617582
2818 3224 1617597
.PEN_UP
.PEN_DOWN
2780 2964 1617717
2780 2952 1617732
2788 2950 1617747
2804 2962 1617762
2840 2978 1617777
2882 3014 1617792
2930 3048 1617807
2988 3102 1617822
3006 3128 1617837
3014 3142 1617852
3014 3150 1617867
3014 3150 1617882
3014 3150 1617897
3002 3140 1617912
2974 3102 1617927
2926 3030 1617942
2888 2994 1617957
2874 2968 1617972
2872 2956 1617987
2880 2958 1618002
2908 2974 1618017
2938 2992 1618032
2950 3000 1618047
2956 2994 1618062
2954 2974 1618077
2950 2956 1618092
2950 2936 1618107
2966 2924 1618122
2982 2924 1618137
3014 2936 1618152
3050 2954 1618167
3094 2990 1618182
3120 3010 1618197
3124 3026 1618212
3120 3032 1618227
3110 3032 1618242
3102 3026 1618257
3086 3010 1618272
3060 2978 1618287
3052 2960 1618302
3052 2940 1618317
3066 2936 1618332
3108 2942 1618347
3150 2960 1618362
3188 2984 1618377
3226 3006 1618392
3244 3016 1618407
3244 3016 1618422
3244 3010 1618437
3232 2992 1618452
3220 2964 1618467
3218 2946 1618482
3218 2938 1618497
3228 2934 1618512
3248 2938 1618527
3272 2954 1618542
3296 2976 1618557
3323 2992 1618572
3327 2996 1618587
3327 2994 1618602
3325 2984 1618617
3312 2968 1618632
3310 2954 1618647
3310 2950 1618662
3314 2950 1618677
3337 2954 1618692
3361 2964 1618707
3371 2964 1618722
3375 2964 1618737
3377 2962 1618752
3381 2956 1618767
3393 2948 1618782
3411 2946 1618797
.PEN_UP
.PEN_DOWN
3575 3010 1618902
3567 3010 1618917
3557 3010 1618932
3533 2992 1618947
3501 2968 1618962
3491 2954 1618977
3507 2952 1618992
3529 2962 1619007
3569 2982 1619022
3587 2992 1619037
3587 2990 1619052
3577 2976 1619067
3567 2950 1619082
3567 2934 1619097
3585 2928 1619112
3619 2932 1619127
3663 2948 1619142
.PEN_UP
