.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Cursive Handwriting
 German Words

.PAD Notepad NCR 3125
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 400
.Y_POINTS_PER_INCH 400
.POINTS_PER_SECOND 100

.COORD X Y T
.HIERARCHY WORD
.STYLE CURSIVE

.COMMENT previously: .WRITER_ID htca1709
.WRITER_ID ht

.PEN_DOWN
902 3073 1625011
906 3053 1625025
906 3029 1625039
910 2994 1625053
914 2958 1625067
918 2915 1625081
918 2867 1625095
922 2820 1625109
926 2769 1625123
930 2717 1625137
930 2670 1625151
934 2622 1625165
938 2583 1625179
942 2547 1625193
946 2520 1625207
950 2504 1625221
957 2496 1625235
965 2492 1625249
973 2500 1625263
985 2516 1625277
1001 2540 1625291
1017 2571 1625305
1033 2607 1625319
1056 2654 1625333
1080 2705 1625347
1104 2757 1625361
1128 2812 1625375
1151 2863 1625389
1171 2911 1625403
1195 2954 1625417
1211 2998 1625431
1227 3033 1625445
1235 3061 1625459
1243 3077 1625473
1243 3085 1625487
1239 3089 1625501
.PEN_UP
.PEN_DOWN
1246 2757 1625865
1246 2769 1625879
1246 2784 1625893
1243 2796 1625907
1239 2808 1625921
1235 2816 1625935
1227 2820 1625949
1223 2820 1625963
1215 2816 1625977
1207 2804 1625991
1199 2788 1626005
1191 2769 1626019
1187 2745 1626033
1179 2717 1626047
1175 2686 1626061
1175 2658 1626075
1175 2626 1626089
1175 2599 1626103
1183 2579 1626117
1187 2559 1626131
1199 2551 1626145
1207 2547 1626159
1211 2551 1626173
1223 2563 1626187
1231 2579 1626201
1239 2599 1626215
1246 2622 1626229
1250 2646 1626243
1258 2670 1626257
1262 2694 1626271
1266 2713 1626285
1270 2733 1626299
1270 2749 1626313
1274 2757 1626327
1274 2765 1626341
1278 2769 1626355
1286 2773 1626369
1290 2773 1626383
1298 2777 1626397
1306 2777 1626411
1314 2773 1626425
1326 2773 1626439
1341 2769 1626453
1353 2765 1626467
1365 2761 1626481
1381 2757 1626495
1393 2745 1626509
1401 2729 1626523
1413 2713 1626537
1421 2694 1626551
1429 2670 1626565
1433 2650 1626579
1436 2630 1626593
1440 2615 1626607
1440 2599 1626621
1440 2591 1626635
1440 2587 1626649
1436 2591 1626663
1436 2599 1626677
1433 2615 1626691
1433 2634 1626705
1429 2658 1626719
1429 2682 1626733
1425 2701 1626747
1421 2725 1626761
1417 2745 1626775
1413 2765 1626789
1413 2777 1626803
1409 2784 1626817
1409 2788 1626831
1409 2788 1626845
1413 2781 1626859
1413 2773 1626873
1417 2761 1626887
1425 2753 1626901
1433 2741 1626915
1440 2725 1626929
1452 2717 1626943
1464 2705 1626957
1476 2698 1626971
1492 2694 1626985
1504 2694 1626999
1520 2694 1627013
1531 2698 1627027
1547 2705 1627041
1559 2721 1627055
1575 2737 1627069
1591 2757 1627083
1603 2788 1627097
1615 2816 1627111
1627 2848 1627125
1634 2883 1627139
1642 2919 1627153
1646 2954 1627167
1654 2986 1627181
1654 3018 1627195
1654 3041 1627209
1654 3057 1627223
1650 3065 1627237
1646 3065 1627251
1642 3053 1627265
1638 3029 1627279
1630 2998 1627293
1627 2962 1627307
1627 2919 1627321
1623 2875 1627335
1619 2832 1627349
1619 2788 1627363
1619 2745 1627377
1619 2709 1627391
1619 2678 1627405
1619 2650 1627419
1619 2634 1627433
1619 2626 1627447
1615 2630 1627461
1611 2638 1627475
1607 2654 1627489
1603 2674 1627503
1599 2694 1627517
1595 2713 1627531
1587 2733 1627545
1583 2749 1627559
1575 2769 1627573
1575 2784 1627587
1567 2796 1627601
1567 2808 1627615
1563 2812 1627629
1563 2812 1627643
1567 2804 1627657
1571 2800 1627671
1579 2796 1627685
1587 2792 1627699
1599 2792 1627713
1615 2796 1627727
1630 2796 1627741
1650 2800 1627755
1670 2808 1627769
1690 2812 1627783
1710 2816 1627797
1729 2820 1627811
1749 2816 1627825
1765 2812 1627839
1777 2800 1627853
1793 2788 1627867
1801 2773 1627881
1805 2749 1627895
1809 2729 1627909
1809 2705 1627923
1809 2682 1627937
1813 2662 1627951
1809 2642 1627965
1809 2626 1627979
1805 2619 1627993
1805 2619 1628007
1801 2626 1628021
1797 2638 1628035
1793 2654 1628049
1793 2678 1628063
1789 2701 1628077
1785 2725 1628091
1781 2749 1628105
1777 2769 1628119
1773 2792 1628133
1765 2808 1628147
1765 2824 1628161
1761 2832 1628175
1761 2836 1628189
1765 2832 1628203
1769 2828 1628217
1777 2824 1628231
1789 2816 1628245
1801 2812 1628259
1817 2808 1628273
1832 2804 1628287
1848 2800 1628301
1864 2796 1628315
1876 2800 1628329
1888 2800 1628343
1900 2804 1628357
.PEN_UP
.PEN_DOWN
2010 2745 1628665
2010 2745 1628679
2007 2745 1628693
2007 2753 1628707
2007 2757 1628721
2007 2769 1628735
2007 2777 1628749
2003 2788 1628763
1999 2800 1628777
1995 2812 1628791
1987 2824 1628805
1975 2832 1628819
1963 2836 1628833
1951 2836 1628847
1939 2828 1628861
1927 2816 1628875
1915 2800 1628889
1908 2781 1628903
1904 2757 1628917
1900 2733 1628931
1900 2705 1628945
1900 2686 1628959
1904 2666 1628973
1915 2650 1628987
1927 2642 1629001
1939 2638 1629015
1951 2642 1629029
1963 2654 1629043
1975 2670 1629057
1987 2686 1629071
1995 2701 1629085
1999 2717 1629099
2007 2733 1629113
2010 2741 1629127
2014 2749 1629141
2014 2749 1629155
2014 2749 1629169
2018 2741 1629183
2018 2729 1629197
